end_year,citylng,citylat,intensity,sector,topic,insight,swot,url,region,start_year,impact,added,published,city,country,relevance,pestle,source,title,likelihood
2035,,,16,Manufacturing,automation,Smart cities on the rise as planners prepare for rapid urbanisation,,https://www.automotiveworld.com/analysis/smart-cities-rise-planners-prepare-rapid-urbanisation/,World,,,"June, 15 2018 01:14:50","June, 12 2018 00:00:00",,,4,Social,automotiveworld,21% of the global vehicle fleet will be used as part of an automated mobility service by 2035.,4
2035,,,12,Manufacturing,car,New mobility tech changes the route to profitable growth,,https://www.automotiveworld.com/analysis/new-mobility-tech-changes-route-profitable-growth/,World,,,"June, 22 2018 04:36:41","June, 12 2018 00:00:00",,,4,Social,automotiveworld,Global annual sales volume for new cars will grow until the mid-2020s and stall through 2035.,3
2050,,,16,,care,AMA adopts policy to make long-term care more affordable,,https://www.healio.com/internal-medicine/practice-management/news/online/%7B8141d6ff-cfbe-49c0-868b-5639978680cb%7D/ama-adopts-policy-to-make-long-term-care-more-affordable,Northern America,,,"June, 18 2018 13:07:26","June, 12 2018 00:00:00",,United States of America,4,Social,Healio Infectious Disease News,"By 2050, about 27 million Americans are expected to need long-term care.",4
2018,,,16,,,McDonald's New Self-Ordering Kiosks Ring the Death Knell for Many Fast-Food Jobs,,https://www.inc.com/christina-desmarais/mcdonalds-new-self-ordering-kiosks-ring-death-knell-for-many-fast-food-jobs.html,Northern America,,,"June, 19 2018 11:43:37","June, 12 2018 00:00:00",,United States of America,4,,Inc,Half of U.S. McDonald's will have self-serve kiosks by the end of 2018.,4
2019,,,8,Education,education,"WENR, June 2018: Asia-Pacific",Opportunity,https://wenr.wes.org/2018/06/wenr-june-2018-asia-pacific,South-Eastern Asia,,,"June, 19 2018 05:00:13","June, 12 2018 00:00:00",,Indonesia,4,Social,World Education News & Reviews,Indonesia is seeking to improve its education system and hopes to have at least five world-class universities by 2019.,2
2018,,,96,,spending,Digital Transformation to Cross $1 Trillion Mark,,http://www.channelfutures.com/digital-transformation/digital-transformation-cross-1-trillion-mark,World,,4,"June, 21 2018 13:21:40","June, 12 2018 00:00:00",,,6,Economic,Channel Futures,Global spending on digital-transformation projects will reach $1.1 trillion this year.,4
2021,,,12,,,"Supercapacitor Market a CAGR of 9.48% Through 2017-2021: Vendor Landscape-Industry Report, Share and Segmentation",,https://exclusivereportage.com/782408/supercapacitor-market-a-cagr-of-9-48-through-2017-2021-vendor-landscape-industry-report-share-and-segmentation/,World,2017,,"June, 16 2018 03:43:51","June, 12 2018 00:00:00",,,3,,,Global Supercapacitor Market is projected to grow at 9.48% CAGR during the period 2017-2021.,4
2021,,,16,Energy,solar power,"Residential Solar Capacity Additions to Remain Flat in 2018, and That's Good News",,https://www.greentechmedia.com/articles/read/residential-solar-capacity-additions-flat-2018-smi,Northern America,2018,,"June, 24 2018 03:52:15","June, 12 2018 00:00:00",,United States of America,4,Industries,Greentech Media,The U.S. solar market will continue to see growth in the coming years after remaining flat in 2018.,4
2022,,,48,,,"Connected Enterprises Market Share, Trend, Segmentation and Forecast to 2022",,http://heraldkeeper.com/market/connected-enterprises-market-share-trend-segmentation-forecast-2022-72094.html,,,3,"June, 18 2018 07:46:59","June, 12 2018 00:00:00",,,4,,Herald Keeper,The Connected Enterprises Market is expected to exceed more than US$400.0 Billion by 2022 at a CAGR of 31% in the given forecast period.,4
2022,,,12,Information Technology,internet,A Comprehensive Report on Data Center Outlook,Opportunity,https://www.datacenters.com/news/a-comprehensive-report-on-data-center-outlook,,,,"June, 19 2018 05:25:33","June, 12 2018 00:00:00",,,3,Social,,"The demand for content, data creation, and internet traffic will grow by 20% over the next four years.",4
2020,,,12,Information Technology,artificial intelligence,6 Subtle Ways AI Is Transforming the Business World,,https://www.33rdsquare.com/2018/06/6-subtle-ways-ai-is-transforming-the-business-world.html/,,,,"June, 18 2018 11:42:24","June, 12 2018 00:00:00",,,3,Technological,33rd Square,"By 2020, at least 85 percent of customer interaction with retailers will be managed by some form of artificial intelligence.",4
2028,,,8,Information Technology,quantum,Futureseek Daily Link Review; 12 June 2018,,https://futureseek.wordpress.com/2018/06/12/futureseek-daily-link-review-12-june-2018/,,,,"June, 15 2018 01:12:08","June, 12 2018 00:00:00",,,4,Technological,Futureseek Link Digest,Intel superconducting quantum technology could push to 1000 qubits by 2023 and silicon spin qubits to 1 million qubits by 2028.,2
2025,,,9,,,Global Vegan Beauty Industry Set To Nearly Double By 2025,,http://www.veggieathletic.com/vegan-beauty-industry-nearly-double-2025/,World,,,"June, 18 2018 06:53:28","June, 12 2018 00:00:00",,,3,,Veggie Athletic,The global vegan beauty industry will double in value by 2025.,3
2025,,,9,Manufacturing,car,New mobility tech changes the route to profitable growth,,https://www.automotiveworld.com/analysis/new-mobility-tech-changes-route-profitable-growth/,,,,"June, 22 2018 04:36:41","June, 12 2018 00:00:00",,,3,Social,automotiveworld,"New car sales volume will grow substantially through 2025, driven largely by volume growth in China and other developing markets..",3
2023,,,8,Environment,gas,Li Ka-shing's Son Makes Family's Biggest Ever Overseas Acquisition Bid,,https://www.bloomberg.com/news/articles/2018-06-12/li-s-cki-bids-a-13-billion-for-australia-pipeline-company-apa?cmpid%3D=socialflow-twitter-graphics,Oceania,,,"June, 18 2018 12:55:28","June, 12 2018 00:00:00",,Australia,4,Environmental,Bloomberg Business,Gas prices on Australia's East Coast market could rise 30 percent over the next five years.,2
2023,,,16,Telecoms,consumer,Almost half of US consumers will have access to 5G by 2023,,https://www.zdnet.com/article/almost-half-of-us-consumers-will-have-access-to-5g-by-2023/,Northern America,,,"June, 14 2018 13:37:16","June, 12 2018 00:00:00",,United States of America,4,Social,ZDNet,Close to half of all US consumers will have access to 5G networks by 2023.,4
2023,,,16,Manufacturing,manufacturing,Is China Preparing to Dominate Its Domestic Medtech Space?,,https://www.medtechintelligence.com/news_article/is-china-preparing-to-dominate-its-domestic-medtech-space/,Eastern Asia,,,"June, 15 2018 03:10:08","June, 12 2018 00:00:00",,China,4,Healthcare,MedTech Intelligence,Chinese manufacturers will be able to make sophisticated Class III medical device products that are 90% to 100% as good as Western products in five years.,4
2035,,,12,Information Technology,connected device,Arm Acquires Stream Technologies to Help Simplify Device Management,,http://www.electronicdesign.com/industrial-automation/arm-acquires-stream-technologies-help-simplify-device-management,,,,"June, 15 2018 06:49:53","June, 12 2018 00:00:00",,,3,Technological,Electronic Design,Arm expects the number of connected devices worldwide to reach a trillion by 2035.,4
2038,,,12,,job,Liverpool Gears Up For The Future of Work,,https://www.cultureliverpool.co.uk/news/liverpool-gears-up-for-the-future-of-work/,,,,"June, 19 2018 03:30:05","June, 12 2018 00:00:00",,,3,Economic,Culture,50% of current jobs in Liverpool will no longer exist within the next 20 years.,4
2035,,,64,,,New mobility tech changes the route to profitable growth,Opportunity,https://www.automotiveworld.com/analysis/new-mobility-tech-changes-route-profitable-growth/,,,4,"June, 22 2018 04:36:43","June, 12 2018 00:00:00",,,4,,automotiveworld,"To unlock the promised value of mobility technology, industry players will need to invest more than US$900bn in new growth areas by 2030 and more than US$2.4trn by 2035.",4
2035,,,9,Energy,power,FEATURE: The power of 3D printing for the oil and gas industry,,http://www.imeche.org/news/news-article/feature-the-power-of-3d-printing-for-the-oil-and-gas-industry,,,,"June, 16 2018 12:09:47","June, 11 2018 00:00:00",,,3,Political,Imeche,Power fuelled by natural gas will surpass coal-fired generation by 2035.,3
2024,,,72,Financial services,biometrics,Biometrics Market: 10 Prominent Trends to Watch in 2018,,https://marketpublishers.com/lists/23772/news.html,World,,3,"June, 15 2018 11:44:36","June, 11 2018 00:00:00",,,6,Economic,marketpublishers,The world's biometrics market is skyrocketing and is forecast to go beyond USD38.5 billion by 2024.,4
2023,,,16,Information Technology,healthcare,"Global Healthcare Cloud Computing Market 2018 By Trend, Applicat - WFMJ.com News weather sports for Youngstown-Warren Ohio",,http://www.wfmj.com/story/38392310/global-healthcare-cloud-computing-market-2018-by-trend-application-growth-end-user-major-players-analysis-and-forecast-2023,World,2018,,"June, 18 2018 03:24:08","June, 11 2018 00:00:00",,,4,Technological,WFMJ,"The Global Healthcare Cloud Computing Market is expected to register a CAGR of 18% during the forecast period, 2018 to 2023.",4
2023,,,16,,consumption,Global Interventional Cardiology Market Growing at a CAGR of 3.0% During 2018-2025,,http://www.sbwire.com/press-releases/global-interventional-cardiology-market-growing-at-a-cagr-of-30-during-2018-2025-992532.htm,World,,,"June, 18 2018 02:20:55","June, 11 2018 00:00:00",,,4,Lifestyles,SBWire,"In the next five years, the global consumption of Interventional Cardiology will maintain more than 3% annual growth rate.",4
2025,,,16,Energy,battery,Barron's: Batteries Hasten Winds of Change for Electricity Stocks,,https://www.newsmax.com/finance/investinganalysis/batteries-electricity-stocks-shares/2018/06/11/id/865431/,Northern America,,,"June, 18 2018 02:19:18","June, 11 2018 00:00:00",,United States of America,4,Technological,NewsMax,The United States is expected to install more than 35 megawatts of battery storage through 2025.,4
2026,,,12,Energy,battery,Will Big Bets on Autonomous and Electric Vehicles Pay Off?,,http://deloitte.wsj.com/cio/2018/06/05/will-big-bets-on-autonomous-electric-vehicles-pay-off/,,,,"June, 11 2018 04:58:55","June, 11 2018 00:00:00",,,3,Technological,WSJ,Battery prices have dropped by nearly 50 percent since 2013 and are expected to fall even further by 2026.,4
2020,,,12,Financial services,finance,The state of electric vehicles in Australia,,https://www.climateworksaustralia.org/sites/default/files/documents/publications/climateworks_australia_state_of_electric_vehicles2_june_2018.pdf,,,,"June, 17 2018 05:22:02","June, 11 2018 00:00:00",,,3,Economic,Climate Work Australia,Financial incentives will remain key to reducing the cost differential in most markets until 2020.,4
2020,,,12,,camera,NVIDIA AI CITY CHALLENGE,,https://www.aicitychallenge.org/,,,,"June, 11 2018 02:30:12","June, 11 2018 00:00:00",,,3,Technological,,There will be 1 billion cameras by 2020.,4
2021,,,12,Energy,power,FEATURE: The power of 3D printing for the oil and gas industry,Opportunity,http://www.imeche.org/news/news-article/feature-the-power-of-3d-printing-for-the-oil-and-gas-industry,,,,"June, 16 2018 12:09:47","June, 11 2018 00:00:00",,,3,Political,Imeche,There will be an increased demand to bring natural gas-fired power plants online in the coming years.,4
2021,,,16,Manufacturing,car,China in control as industry enters new era,Strength,http://www.autonews.com/article/20180611/GLOBAL03/180619968/china-global-auto-leader,World,,,"June, 15 2018 06:00:22","June, 11 2018 00:00:00",,,4,Economic,Automotive News,"China has plenty of room to expand: Car ownership in the world's biggest market was only about 121 vehicles per 1,000 people in 2015 and is forecast to reach only 200 by 2021",4
2018,,,12,Financial services,service,Biometrics Market: 10 Prominent Trends to Watch in 2018,,https://marketpublishers.com/lists/23772/news.html,,,,"June, 15 2018 11:44:35","June, 11 2018 00:00:00",,,3,Economic,marketpublishers,A range of services based on behavioral biometrics is expected to appear this year.,4
2018,,,16,Automotive,vehicle,China in control as industry enters new era,,http://www.autonews.com/article/20180611/GLOBAL03/180619968/china-global-auto-leader,Eastern Asia,,,"June, 15 2018 06:00:21","June, 11 2018 00:00:00",,China,4,Industries,Automotive News,Light-vehicle sales in China will climb 2.1 percent to 28.5 million vehicles this year.,4
2050,,,8,Energy,economic growth,Paris Agreement 'G6' formed as Trump skips climate meetings,Opportunity,https://www.edie.net/news/9/G7-summit--All-countries-reaffirm-Paris-Agreement-commitment-except-US/,World,,,"June, 15 2018 03:19:21","June, 11 2018 00:00:00",,,4,Economic,edie.net,"Companies around the world - including those in the US - are rapidly aligning their business strategies with Paris Agreement to build a just transition to net-zero emissions by 2050 that protects people, reduces risk and drives economic growth.",2
2030,,,16,Financial services,gas,Debunked: The G20 Clean Gas Myth,,http://priceofoil.org/2018/06/11/debunked-g20-clean-gas-myth/,,2018,,"June, 18 2018 12:34:08","June, 11 2018 00:00:00",,,4,Economic,Oil Change International,Five countries are projected to be responsible for 75% of capital expenditures in gas production in G20 countries from 2018-2030.,4
2030,,,12,Energy,battery,"No title could be extracted, please add manually",,https://www.oxfordenergy.org/wpcms/wp-content/uploads/2018/06/Electric-vehicles-and-electricity-Insight-36.pdf,,2016,,"June, 18 2018 01:34:57","June, 11 2018 00:00:00",,,3,Technological,Oxford Energy Institute,Battery cell and pack costs will fall by 6.1 percent annually between 2016 and 2030.,4
2024,,,30,,,"Virtual Reality Market 2018- Global Industry Analysis, By Key Pl",Opportunity,http://www.rfdtv.com/story/38392852/virtual-reality-market-2018-global-industry-analysis-by-key-players-segmentation-trends-and-forecast-by-2024,World,,3,"June, 17 2018 03:53:06","June, 11 2018 00:00:00",,,5,,RFDTV.,The global GRT market holds an opportunity to reach over USD45 billion by the end of 2024.,2
2023,,,60,,,Global Cosmeceuticals Market 2017-2023: Cosmeceuticals Market is Outpacing all Other Product Segments in Personal Care,,https://globenewswire.com/news-release/2018/06/11/1519409/0/en/Global-Cosmeceuticals-Market-2017-2023-Cosmeceuticals-Market-is-Outpacing-all-Other-Product-Segments-in-Personal-Care.html,World,,3,"June, 18 2018 07:48:05","June, 11 2018 00:00:00",,,5,,GlobeNewswire News Room,The global Cosmeceuticals market was USD45.47 billion in 2017 and is estimated to reach to USD72.99 billion by 2023 at a CAGR of 8.21% during the forecasted period.,4
2023,,,48,Financial services,investment,Broadcasters collaborate to secure future of free-to-view TV,,https://www.freeview.co.uk/news-and-blog/press-releases/broadcasters-collaborate-to-secure-future-of-free-to-view-tv.html,,,2,"June, 26 2018 04:16:52","June, 11 2018 00:00:00",,,6,Economic,,"The collaboration between BBC, ITV, Channel 4 and network operator Arqiva will see an investment of £125 million over the next five years to build on the success of Freeview Play.",4
2025,,,40,,,Global Interventional Cardiology Market Growing at a CAGR of 3.0% During 2018-2025,,http://www.sbwire.com/press-releases/global-interventional-cardiology-market-growing-at-a-cagr-of-30-during-2018-2025-992532.htm,World,,2,"June, 18 2018 02:20:55","June, 11 2018 00:00:00",,,5,,SBWire,The global Interventional Cardiology market is valued at 3 million US$ in 2017 and will reach 4 million US$ by the end of 2025.,4
2025,,,48,Energy,biofuel,"Global Enzymes in Biofuel Market Size, Analysis, Trends, Growth, Outlook, Demand and Forecast 2018-25",,https://www.satprnews.com/2018/06/11/global-enzymes-in-biofuel-market-size-analysis-trends-growth-outlook-demand-and-forecast-2018-25/,World,,2,"June, 25 2018 03:22:30","June, 11 2018 00:00:00",,,6,Industries,satprnews,The global Enzymes in Biofuel market is valued at million US$ in 2017 and will reach million US$ by the end of 2025.,4
2020,,,16,Information Technology,job,HR tech: are we entering the era of the workplace 'co-bot'?,,https://www.personneltoday.com/hr/hr-tech-are-we-entering-the-era-of-the-workplace-co-bot/,World,,,"June, 15 2018 02:37:08","June, 11 2018 00:00:00",,,4,Economic,Personnel Today,Candidates applying to jobs at 20% of large global enterprises will interact with chatbots before recruiters by 2020.,4
2021,,,60,Media & entertainment,advertising,A case against the General Data Protection Regulation,,https://www.brookings.edu/blog/techtank/2018/06/11/a-case-against-the-general-data-protection-regulation/,,,3,"June, 18 2018 12:08:52","June, 11 2018 00:00:00",,,5,Organization,Brookings Institute,A 9.9 percent compound annual growth rate from 2016 will make online advertising a $116 billion market by the end of 2021.,4
2022,,,16,Construction,construction,"Global LNG trade continues to grow, especially from Australia and the United States",,https://www.eia.gov/todayinenergy/detail.php?id=36452,World,,,"June, 15 2018 04:54:50","June, 11 2018 00:00:00",,,4,Environmental,DOE EIA 2013 Energy Conference,Liquefaction projects currently under construction are projected to increase global liquefaction capacity by 13.5 Bcf / d by 2022.,4
2022,,,60,,,Alibaba (BABA) Raises Funds to Boost Worldwide Presence,,https://www.zacks.com/stock/news/307146/alibaba-baba-raises-funds-to-boost-worldwide-presence,World,2017,3,"June, 11 2018 01:02:48","June, 11 2018 00:00:00",,,5,,Zacks,The global mobile market is expected to witness CAGR of 32% between 2017 and 2022 to reach $3.14 billion.,4
2018,,,6,,,"With the benefits of benefit reform diminishing, Universal Credit needs a new direction",,https://www.resolutionfoundation.org/media/blog/with-the-benefits-of-benefit-reform-diminishing-universal-credit-needs-a-new-direction/,Northern Europe,,,"June, 16 2018 13:50:04","June, 11 2018 00:00:00",,United Kingdom,3,,Intergenerational Commission,All types of new claims across the whole of the UK could be in Universal Credit by the end of the year.,2
2019,,,16,,,Economic policy cooperation necessary to address global challenges,,http://www.ilo.org/global/about-the-ilo/newsroom/news/WCMS_632166/lang--en/index.htm,World,2018,,"June, 14 2018 12:27:44","June, 11 2018 00:00:00",,,4,,ILO,The IMF projects a slight pick-up in global growth to 3.9% in 2018-19.,4
2050,,,6,Environment,water,World's supply of vegetables plummets because of climate change,Threat,https://metro.co.uk/2018/06/11/worlds-supply-vegetables-plummets-climate-change-7623107/?ito=cbshare,,,,"June, 17 2018 13:10:30","June, 11 2018 00:00:00",,,3,Environmental,Metro News,"Vegetables could be in short supply by 2050 as a result of climate change, water shortage and loss of biodiversity.",2
2040,,,12,,,Mining Giant Makes These Big Moves On Electric Car Batteries,,https://www.investors.com/news/vale-miner-electric-car-battery-moves-nickel-cobalt/,World,,,"June, 18 2018 11:53:32","June, 11 2018 00:00:00",,,3,,Investor's Business Daily,EVs will take a 40% -50% share of the global auto market by 2040.,4
2030,,,12,Healthcare,population,Are cities ready for their increasingly aging populations?,,http://blogs.worldbank.org/sustainablecities/are-cities-ready-their-increasingly-aging-populations,South America,2015,,"June, 15 2018 03:45:19","June, 11 2018 00:00:00",,,4,Social,Prospects for Development,"Between 2015 and 2030, the rate of growth of elderly populations is expected to be highest in Latin America and the Caribbean.",3
2024,,,72,Information Technology,virtual reality,"Virtual Reality Market 2018- Global Industry Analysis, By Key Pl",,http://www.rfdtv.com/story/38392852/virtual-reality-market-2018-global-industry-analysis-by-key-players-segmentation-trends-and-forecast-by-2024,World,2016,3,"June, 17 2018 03:53:07","June, 11 2018 00:00:00",,,6,Social,RFDTV.,Global virtual reality market is expected to reach USD58.61 billion in 2024 from USD1.54 billion in 2016.,4
2023,,,40,,,"Waterborne Acrylic Coating Market Analysis 2018 (By Segment, Key - WFMJ.com News weather sports for Youngstown-Warren Ohio",,http://www.wfmj.com/story/38393135/waterborne-acrylic-coating-market-analysis-2018-by-segment-key-players-and-applications-and-forecasts-to-2023,World,,2,"June, 18 2018 06:14:22","June, 11 2018 00:00:00",,,5,,WFMJ,Global waterborne acrylic coatings market is projected to grow at CAGR of 5.77% to reach USD61.3 million by 2023 end.,4
2025,,,80,Information Technology,economy,Three Reasons to Accelerate Manufacturing's Digital Transformation,Opportunity,https://www.manufacturing.net/article/2018/06/three-reasons-accelerate-manufacturings-digital-transformation,,,4,"June, 24 2018 13:21:18","June, 11 2018 00:00:00",,,5,Economic,Manufacturing . net,IoT will have a potential economic impact of up to $6.2 trillion by 2025 and may drive productivity across $36 trillion in operating costs across multiple industries.,4
2025,,,8,Energy,electricity,FEATURE: The power of 3D printing for the oil and gas industry,Opportunity,http://www.imeche.org/news/news-article/feature-the-power-of-3d-printing-for-the-oil-and-gas-industry,Northern Europe,,,"June, 16 2018 12:09:47","June, 11 2018 00:00:00",,United Kingdom,4,Environmental,Imeche,"By 2025, the UK hopes to have phased coal out of electricity generation and to have shifted to low-carbon sources instead.",2
2020,,,16,Retail,retail,Living with the new normal,,https://www2.deloitte.com/uk/en/pages/financial-advisory/articles/living-with-the-new-normal.html?id=gb:2sm:3tw:4shopping:5awa:6fa:20180619103000:duk3&linkId=52857028,Northern Europe,2018,,"June, 19 2018 12:59:40","June, 11 2018 00:00:00",,United Kingdom,4,Industries,Deloitte Australia,"Between 2018 and 2020 UK retail will see 27,000 net store closures.",4
2020,,,8,Automotive,vehicle,China in control as industry enters new era,,http://www.autonews.com/article/20180611/GLOBAL03/180619968/china-global-auto-leader,Eastern Asia,,,"June, 15 2018 06:00:22","June, 11 2018 00:00:00",,China,4,Industries,Automotive News,"Americans could be driving away in 305,000 China-made vehicles a year by 2020.",2
2022,,,16,Science,chemistry,"Roofing Chemicals Market Analysis Global Size, Share, Growth, Industry Demand and Forecast to 2022",,https://www.satprnews.com/2018/06/11/roofing-chemicals-market-analysis-global-size-share-growth-industry-demand-and-forecast-to-2022/,World,2018,,"June, 18 2018 04:23:09","June, 11 2018 00:00:00",,,4,Industries,satprnews,Research analysts forecast the global roofing chemicals market to grow at a CAGR of 7.81% during the period 2018-2022.,4
2021,,,16,Environment,coast,"Global LNG trade continues to grow, especially from Australia and the United States",,https://www.eia.gov/todayinenergy/detail.php?id=36452,Northern America,,,"June, 15 2018 04:54:50","June, 11 2018 00:00:00",,United States of America,4,Environmental,DOE EIA 2013 Energy Conference,"The United States is expected to add 6.05 Bcf / d of new liquefaction capacity by 2021, in addition to 3.5 Bcf / d already in operation at Sabine Pass and Cove Point.",4
2022,,,16,Information Technology,cloud,Alibaba's (BABA) AI Program to Aid Its Growth in Agriculture,,https://www.zacks.com/stock/news/306953/alibabas-baba-ai-program-to-aid-its-growth-in-agriculture,Eastern Asia,2017,,"June, 11 2018 01:03:18","June, 11 2018 00:00:00",,China,4,Technological,Zacks,China's cloud computing market is expected to grow at 30% year over year between 2017 and 2022.,4
2018,104.0700195,30.67000002,16,,,Air China poised to launch new Chengdu - London route,,https://www.traveldailynews.com/post/air-china-poised-to-launch-new-chengdu-london-route,Eastern Asia,,,"June, 18 2018 06:01:30","June, 11 2018 00:00:00",Chengdu,China,4,,Travel Daily News,This year Air China will continue to develop Chengdu as a hub and expand its route coverage there.,4
2019,,,16,Retail,export,U-Ming Orders Two VLOCs from Qingdao Beihai,Strength,https://worldmaritimenews.com/archives/242460/u-ming-orders-two-vlocs-from-qingdao-beihai/,South America,2017,,"June, 11 2018 04:10:18","June, 11 2018 00:00:00",,Brazil,4,Economic,World Maritime News,The total iron ore export from Brazil in 2019 is expected to be 10 percent higher than in 2017.,4
2033,,,12,Construction,city,How to make your city water-wise,,https://www.thesourcemagazine.org/make-city-water-wise/,,,,"June, 21 2018 12:57:39","June, 11 2018 00:00:00",,,4,Environmental,The Source,Cities like Beijing will run dry in 15 years.,3
2030,,,12,Energy,battery,Citi sees 10pc battery electric vehicle market share by 2030,,https://www.afr.com/markets/citi-sees-10pc-battery-electric-vehicle-market-share-by-2030-20180611-h118ct?_lrsc=c67b41c6-1ab3-4b16-8697-00e6b825ed3d&source=Elevate&medium=Twitter,,,,"June, 25 2018 12:23:12","June, 11 2018 00:00:00",,,4,Social,Financial Review,"Research by Citigroup forecasts 10 per cent battery electric vehicle penetration by 2030 as a base case scenario, by which time it predicts China and Europe will still be the biggest markets for electric cars.",3
2024,,,72,Healthcare,healthcare,"Healthcare Sector Market 2018- Asia Pacific (APAC) Industry Analysis, By Key Players, Segmentation, Trends And Forecast By 2024",,http://www.abnewswire.com/pressreleases/healthcare-sector-market-2018-asia-pacific-apac-industry-analysis-by-key-players-segmentation-trends-and-forecast-by-2024_226684.html,South-Eastern Asia,,3,"June, 19 2018 04:47:03","June, 11 2018 00:00:00",,Indonesia,6,Healthcare,AB Newswire,Total healthcare expenditure of Indonesia valued USD27 billion and is expected to grow at the CAGR of 7.5% which tends to reach USD40 billion by 2024.,4
2023,,,12,Information Technology,data,ITWeb Africa,,http://www.itwebafrica.com/tag/smartphones/,,,,"June, 17 2018 05:35:50","June, 11 2018 00:00:00",,,3,Technological,IT Web Africa,Mobile data will be the key growth driver for the East African telecoms market in the next five years.,4
2025,,,48,Energy,solar power,Global CPV Solar Market Analysis Revealing Key Drivers & Growth Trends through 2025,,https://www.satprnews.com/2018/06/11/global-cpv-solar-market-analysis-revealing-key-drivers-growth-trends-through-2025/,World,,2,"June, 18 2018 05:26:46","June, 11 2018 00:00:00",,,6,Industries,satprnews,The global CPV Solar market is valued at million US$ in 2017 and will reach million US$ by the end of 2025.,4
2025,,,48,Transport,logistics,"Logistics Services Market by Latest trend, Type, Application & Growth by Top companies like DHL Supply Chain & Global Forwarding, Kuehne + Nagel, DB Schenker Logistics",,https://www.satprnews.com/2018/06/11/logistics-services-market-by-latest-trend-type-application-growth-by-top-companies-like-dhl-supply-chain-global-forwarding-kuehne-nagel-db-schenker-logistics/,World,,2,"June, 17 2018 03:23:07","June, 11 2018 00:00:00",,,6,Organization,satprnews,The global Logistics Services market is valued at 790 million US$ in 2017 and will reach 910 million US$ by the end of 2025.,4
2020,,,12,Financial services,bank,How Open Banking Can Save Banking From Threat of Tech Giants,,https://thefinancialbrand.com/73013/open-banking-psd2-fintech-trends/?smedia-twt-jm,,,,"June, 24 2018 11:42:47","June, 11 2018 00:00:00",,,3,Economic,The Financial Brand,Banks can expect to witness a 20% increase in revenue by 2020 through open banking API.,4
2020,,,96,,sustainability,Report: $2 trillion funding gap ahead for upstream O&G majors,,https://www.offshoreenergytoday.com/report-2-trillion-funding-gap-ahead-for-upstream-og-majors/,World,2016,4,"June, 11 2018 08:26:09","June, 11 2018 00:00:00",,,6,Environmental,Offshore Energy Today,The global upstream industry will need to spend a minimum capex of about $3 trillion during 2016-2020 to ensure its long-term sustainability.,4
2021,,,12,,wearable,5 Wearable Technology Trends to Watch in 2018,,https://www.snyxius.com/5-wearable-technology-trends-to-watch-in-2018/,,,,"June, 17 2018 04:42:06","June, 11 2018 00:00:00",,,3,Healthcare,Mobile App Development & Design Company - Snyxius,The number of connected wearable devices reached 453 million in 2017 and is forecasted to reach 929 million by 2021.,4
2022,37.61552283,55.75216412,16,Telecoms,5G,Moscow is Building New Civic Services on 5G,,https://spectrum.ieee.org/tech-talk/telecom/wireless/moscow-is-building-new-civic-services-on-5g,Eastern Europe,,,"June, 15 2018 04:58:58","June, 11 2018 00:00:00",Moscow,Russia,4,Technological,IEEE Spectrum,"With its myriad projects, the city of Moscow has a head start in designing new programs and services to run on future 5G networks. Still, Novikov does not expect to see the first commercial 5G networks in Russia until 2022.",4
2018,,,60,,,How can telcos seize the trillion-dollar blockchain opportunity? Collaboration and unity (Reader Forum),,https://www.rcrwireless.com/20180611/wireless/how-can-telcos-seize-the-trillion-dollar-blockchain-opportunity-collaboration-and-unity-reader-forum-Tag10,World,,3,"June, 25 2018 11:53:34","June, 11 2018 00:00:00",,,5,,RCR Wireless News,Global remittances are estimated at $444 billion for 20173 and mobile remittances are expected to amount to $25 billion by 2018.,4
2018,,,12,,,Diet drink sales soar in sugar tax wake,,https://www.conveniencestore.co.uk/news/diet-drink-sales-soar-in-sugar-tax-wake-retailers-report/568032.article,Northern Europe,,,"June, 19 2018 13:43:53","June, 11 2018 00:00:00",,United Kingdom,3,,Convenience Store,By the end of 2018 the UK will be the first country in the world where more than 50% of the Coca-Cola sold will be no - and low-sugar.,4
2048,,,9,Transport,autonomous vehicle,Will Big Bets on Autonomous and Electric Vehicles Pay Off?,,http://deloitte.wsj.com/cio/2018/06/05/will-big-bets-on-autonomous-electric-vehicles-pay-off/,,,,"June, 11 2018 04:58:55","June, 11 2018 00:00:00",,,3,Industries,WSJ,The kind of transformational change that comes with autonomous driving and electric powertrains will likely take several decades to reach a tipping point.,3
2018,,,16,,economy,"Economy to grow 2.8 pct in 2018, 198,000 new jobs to be created: think tank",Opportunity,http://english.yonhapnews.co.kr/news/2018/06/10/0200000000AEN20180610003200320.html,Eastern Asia,,,"June, 10 2018 12:14:54","June, 10 2018 00:00:00",,South Korea,4,Economic,Yonhapnews,"South Korea's economy is expected to grow 2.8 percent with some 198,000 new jobs to be created this year.",4
2021,,,20,Information Technology,e-commerce,Here's Why Amazon Looks Like a Good Buy Among FAANG Stocks,,https://www.zacks.com/stock/news/306507/heres-why-amazon-looks-like-a-good-buy-among-faang-stocks,Northern America,,,"June, 10 2018 07:10:12","June, 10 2018 00:00:00",,United States of America,5,Economic,Zacks,E-commerce market share for Amazon in the United States in 2017 was around 37% and it is expected to grow to 50% by 2021.,4
